旧路径	库内现路径	大小	md5	类型
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/02 Event Horizon.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/02 Event Horizon.wav	4111600	2fdba5b77f1a6f90d46362ccbb8f53a4	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/03 Humble Beginning.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/03 Humble Beginning.wav	7601868	5eae145eae0a5201523eb48b8f446944	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/04 Edge of Time.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/04 Edge of Time.wav	3354714	c08cf39f637ca3bbb168d9126d5d78a7	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/05 Spirit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/05 Spirit.wav	7594954	bf7edd99237f3f19a2309aa06ff01f77	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/06 Finally There.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/06 Finally There.wav	6035836	0a6072ab86169f4161edd5a872a7e208	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/07 Bold Promise.wav	03_项目素材/LTT_V30All/07 Bold Promise.wav	2863392	2f97823d73441a38c486316a687a8f59	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/08 Tough Hit A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/08 Tough Hit A.wav	2959260	a8aa89070816ab51d677980285846c7b	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/09 Tough Hit B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/09 Tough Hit B.wav	2381954	6f4987f9cf0c343de77164ad47c4a2ae	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/10 Stadium Light A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/10 Stadium Light A.wav	3067686	c37ea2f64bcf1409d46d688a73e250e6	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/11 Stadium Light B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/11 Stadium Light B.wav	3200132	2ec26b6febc392f516678065171dab49	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/12 Cliff Hanger.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/12 Cliff Hanger.wav	1786744	d8dbb9ef42090539dd3dd8fd8e7e6193	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/13 Deep Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/13 Deep Hit.wav	2693100	30df5c82a64240f98b4861f7345e27d7	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/14 Power Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/14 Power Hit.wav	2126404	2864e2632344056036ffac9abdbfec11	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/15 Basic Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/15 Basic Hit.wav	2064636	88fa05d0031ab999211750f37085fce2	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/16 Glass Shard.wav	03_项目素材/LTT_V30All/16 Glass Shard.wav	1934932	b31a4a33fda377c91854a05fa6850ab9	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/17 Bowed Hit.wav	03_项目素材/LTT_V30All/17 Bowed Hit.wav	5136376	339df0606c479602a20478af0d98ec84	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/18 Bright Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/18 Bright Swell.wav	7716132	e74f0213df33c1a71491714b954cb66f	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/19 Mellow Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/19 Mellow Swell.wav	5542004	3da5bac7a37fff4794797210336fc50d	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/20 Grand Swell.wav	03_项目素材/LTT_V30All/20 Grand Swell.wav	5196124	0b67ff1eb9281da6364a7fcaae09ec54	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 01 Pacific A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 01 Pacific A.wav	5460560	288d1c0fd0164a74a7059fb14639781c	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 02 Pacific B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 02 Pacific B.wav	2637704	9f52d1f0c2910fdf2db6d5d752c198ab	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 03 Pacific C.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 03 Pacific C.wav	2541192	c7827973c2288432ac1540446a577e4a	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 04 Crisp A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 04 Crisp A.wav	3723416	c90b2f9e58eb8d6600bbbef45d9457bf	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 05 Crisp B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 05 Crisp B.wav	1407232	d95ae50548ca064a5937f3f1e18a6efe	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 06 Bright Fly By.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 06 Bright Fly By.wav	3289128	1c16663ee944e8b901cea147c84e4fec	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 07 Jetset.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 07 Jetset.wav	1841512	c3338cbe76fefe8e715ebc5bb7ce619b	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 08 Wind Whoosh.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 08 Wind Whoosh.wav	3096112	ba5aef2640fdb9be0ee9c712147254e4	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 09 Base Whoosh.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 09 Base Whoosh.wav	4567864	faa848d7c05dfcfcbc6f5e36a8ee4487	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 10 Long Sub.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 10 Long Sub.wav	4302464	a04112881d0ca35689fb55bdb575aa26	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 11 Short Sub.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 11 Short Sub.wav	2034528	21e31ab562337a492668e38e72a4568c	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 12 Gritty Whoosh.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 12 Gritty Whoosh.wav	3892304	d899e8ba77509bfb335d5b5a92e6c13f	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 13 Slow Motion.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 13 Slow Motion.wav	6425632	1d7fe31e9b5852096932fe06be01ab31	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 14 Super Slow.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 14 Super Slow.wav	7173568	f4c2c90373ca3529bf47af6a6d3cb3a8	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 15 Elemental.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 15 Elemental.wav	5026264	d5662d8c4f8bff79a8a8676c28fc1e68	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 16 Sheet Slide.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 16 Sheet Slide.wav	2854840	d6e51a3d675093cb47d5ade7999bd4fa	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 17 Tonal Whoosh.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 17 Tonal Whoosh.wav	4471352	59f43fc8b6dfc0843f9d0094e8c0e088	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 18 Page Turner.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 18 Page Turner.wav	2203416	0d4e02ef892f68a7261a481f1bd59b15	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 19 Light Timelapse.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 19 Light Timelapse.wav	9127856	3bd9243465bd4de976bcba94b85b98f7	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 20 Cold Timelapse.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 20 Cold Timelapse.wav	10478960	e6ee2c8966737040ed167d6844b6fc56	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 21 Sub Timelapse.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 21 Sub Timelapse.wav	8548808	bf48af97546fa786ca6924e5b93f7f98	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 22 Basic Timelapse.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 22 Basic Timelapse.wav	9393248	985f83fd28845d166c1736c82feec0d6	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 23 Quick Timelapse.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 23 Quick Timelapse.wav	7921504	3b0a691133fd62fe90b3ba2b751ea249	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Distortion/DS 24 City Timelapse.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Distortion/DS 24 City Timelapse.wav	12047208	8b91e5e801a73fec2a7431679a904716	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 01 Pacific A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 01 Pacific A.wav	8331664	af93ed8252d0a036b062cfc4ddb4f8df	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 02 Pacific B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 02 Pacific B.wav	5219280	a62361802edd918e5c545d58d693bf08	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 03 Pacific C.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 03 Pacific C.wav	5532936	bd79e95b590669ebaf3fc2569d1c0031	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 04 Crisp A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 04 Crisp A.wav	6160240	0a503d3b1b05063ca3f819a44befa48a	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 05 Crisp B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 05 Crisp B.wav	6160240	4731933ad98772152a1bcb731f73eb1e	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 06 Bright Fly By.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 06 Bright Fly By.wav	9586264	7aa041a8f2f501e31635012364a494d7	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 07 Jetset.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 07 Jetset.wav	6787536	1a61c624b9d7e10b7a195ee5f8166370	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 08 Wind Whoosh.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 08 Wind Whoosh.wav	8765944	2d601fa7896fe20b48f9bd03f720f941	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 09 Base Whoosh.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 09 Base Whoosh.wav	8862456	2035b133529a6fe0747f7ec5ff840fc2	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 10 Long Sub.wav	03_项目素材/LTT_V30All/SP 10 Long Sub.wav	7607848	4a9153fe9a39f30113db724c28e5afbb	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 11 Short Sub.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 11 Short Sub.wav	5629440	ce76330a9a9d21e9ca5b5dc22225a9a5	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/03 - Whooshes/Whooshes - Space/SP 12 Gritty Whoosh.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/03 - Whooshes/Whooshes - Space/SP 12 Gritty Whoosh.wav	8645312	df990707b5aff40e42db45e392012214	dup_main
